      Time   Sample #  Type  Sub Chan  Num	Aux
    0:37.989    13676     (    0    0    0
    0:38.025    13689     p    0    0    0
    0:38.078    13708     )    0    0    0
    0:38.133    13728     (    0    0    1
    0:38.167    13740     N    0    0    0
    0:38.242    13767     )    0    0    1
    0:38.400    13824     (    0    0    2
    0:38.467    13848     t    0    0    5
    0:38.606    13898     t    0    0    5
    0:38.650    13914     )    0    0    2
    0:38.806    13970     (    0    0    0
    0:38.836    13981     p    0    0    0
    0:38.889    14000     )    0    0    0
    0:38.936    14017     (    0    0    1
    0:38.969    14029     N    0    0    0
    0:38.997    14039     )    0    0    1
    0:39.178    14104     (    0    0    2
    0:39.269    14137     t    0    0    0
    0:39.347    14165     )    0    0    2
    0:39.628    14266     (    0    0    0
    0:39.667    14280     p    0    0    0
    0:39.728    14302     )    0    0    0
    0:39.778    14320     (    0    0    1
    0:39.814    14333     N    0    0    0
    0:39.842    14343     )    0    0    1
    0:40.019    14407     (    0    0    2
    0:40.117    14442     t    0    0    0
    0:40.225    14481     )    0    0    2
    0:40.486    14575     (    0    0    0
    0:40.528    14590     p    0    0    0
    0:40.575    14607     )    0    0    0
    0:40.633    14628     (    0    0    1
    0:40.667    14640     N    0    0    0
    0:40.758    14673     )    0    0    1
    0:40.842    14703     (    0    0    2
    0:40.861    14710     t    0    0    4
    0:40.947    14741     t    0    0    4
    0:41.011    14764     )    0    0    2
    0:41.286    14863     (    0    0    0
    0:41.317    14874     p    0    0    0
    0:41.367    14892     )    0    0    0
    0:41.417    14910     (    0    0    1
    0:41.453    14923     N    0    0    0
    0:41.478    14932     )    0    0    1
    0:41.653    14995     (    0    0    2
    0:41.739    15026     t    0    0    5
    0:41.825    15057     t    0    0    5
    0:41.903    15085     )    0    0    2
    0:42.039    15134     (    0    0    0
    0:42.072    15146     p    0    0    0
    0:42.128    15166     )    0    0    0
    0:42.178    15184     (    0    0    1
    0:42.208    15195     N    0    0    0
    0:42.233    15204     )    0    0    1
    0:42.406    15266     (    0    0    2
    0:42.492    15297     t    0    0    0
    0:42.575    15327     )    0    0    2
    0:42.806    15410     (    0    0    0
    0:42.842    15423     p    0    0    0
    0:42.897    15443     )    0    0    0
    0:42.950    15462     (    0    0    1
    0:42.981    15473     N    0    0    0
    0:43.008    15483     )    0    0    1
    0:43.169    15541     (    0    0    2
    0:43.272    15578     t    0    0    0
    0:43.356    15608     )    0    0    2
    0:43.608    15699     (    0    0    0
    0:43.642    15711     p    0    0    0
    0:43.694    15730     )    0    0    0
    0:43.744    15748     (    0    0    1
    0:43.778    15760     N    0    0    0
    0:43.811    15772     )    0    0    1
    0:43.969    15829     (    0    0    2
    0:44.058    15861     t    0    0    0
    0:44.142    15891     )    0    0    2
    0:44.411    15988     (    0    0    0
    0:44.444    16000     p    0    0    0
    0:44.497    16019     )    0    0    0
    0:44.553    16039     (    0    0    1
    0:44.586    16051     N    0    0    0
    0:44.619    16063     )    0    0    1
    0:44.781    16121     (    0    0    2
    0:44.872    16154     t    0    0    0
    0:44.958    16185     )    0    0    2
    0:45.236    16285     (    0    0    0
    0:45.272    16298     p    0    0    0
    0:45.328    16318     )    0    0    0
    0:45.383    16338     (    0    0    1
    0:45.417    16350     N    0    0    0
    0:45.447    16361     )    0    0    1
    0:45.608    16419     (    0    0    2
    0:45.714    16457     t    0    0    0
    0:45.792    16485     )    0    0    2
    0:46.083    16590     (    0    0    0
    0:46.117    16602     p    0    0    0
    0:46.175    16623     )    0    0    0
    0:46.231    16643     (    0    0    1
    0:46.264    16655     N    0    0    0
    0:46.292    16665     )    0    0    1
    0:46.467    16728     (    0    0    2
    0:46.564    16763     t    0    0    0
    0:46.639    16790     )    0    0    2
    0:46.919    16891     (    0    0    0
    0:46.956    16904     p    0    0    0
    0:47.011    16924     )    0    0    0
    0:47.067    16944     (    0    0    1
    0:47.100    16956     N    0    0    0
    0:47.133    16968     )    0    0    1
    0:47.306    17030     (    0    0    2
    0:47.400    17064     t    0    0    0
    0:47.481    17093     )    0    0    2
    0:47.742    17187     (    0    0    0
    0:47.778    17200     p    0    0    0
    0:47.828    17218     )    0    0    0
    0:47.883    17238     (    0    0    1
    0:47.917    17250     N    0    0    0
    0:47.953    17263     )    0    0    1
    0:48.122    17324     (    0    0    2
    0:48.200    17352     t    0    0    0
    0:48.275    17379     )    0    0    2
    0:48.533    17472     (    0    0    0
    0:48.567    17484     p    0    0    0
    0:48.619    17503     )    0    0    0
    0:48.667    17520     (    0    0    1
    0:48.697    17531     N    0    0    0
    0:48.731    17543     )    0    0    1
    0:48.894    17602     (    0    0    2
    0:48.981    17633     t    0    0    0
    0:49.061    17662     )    0    0    2
    0:49.317    17754     (    0    0    0
    0:49.350    17766     p    0    0    0
    0:49.403    17785     )    0    0    0
    0:49.450    17802     (    0    0    1
    0:49.481    17813     N    0    0    0
    0:49.514    17825     )    0    0    1
    0:49.667    17880     (    0    0    2
    0:49.758    17913     t    0    0    0
    0:49.831    17939     )    0    0    2
    0:50.103    18037     (    0    0    0
    0:50.139    18050     p    0    0    0
    0:50.189    18068     )    0    0    0
    0:50.242    18087     (    0    0    1
    0:50.272    18098     N    0    0    0
    0:50.306    18110     )    0    0    1
    0:50.486    18175     (    0    0    2
    0:50.575    18207     t    0    0    0
    0:50.667    18240     )    0    0    2
    0:50.917    18330     (    0    0    0
    0:50.953    18343     p    0    0    0
    0:51.014    18365     )    0    0    0
    0:51.064    18383     (    0    0    1
    0:51.097    18395     N    0    0    0
    0:51.128    18406     )    0    0    1
    0:51.314    18473     (    0    0    2
    0:51.406    18506     t    0    0    0
    0:51.481    18533     )    0    0    2
    0:51.728    18622     (    0    0    0
    0:51.764    18635     p    0    0    0
    0:51.819    18655     )    0    0    0
    0:51.875    18675     (    0    0    1
    0:51.908    18687     N    0    0    0
    0:51.936    18697     )    0    0    1
    0:52.128    18766     (    0    0    2
    0:52.217    18798     t    0    0    0
    0:52.297    18827     )    0    0    2
    0:52.544    18916     (    0    0    0
    0:52.578    18928     p    0    0    0
    0:52.633    18948     )    0    0    0
    0:52.681    18965     (    0    0    1
    0:52.711    18976     N    0    0    0
    0:52.747    18989     )    0    0    1
    0:52.908    19047     (    0    0    2
    0:53.008    19083     t    0    0    0
    0:53.081    19109     )    0    0    2
    0:53.344    19204     (    0    0    0
    0:53.383    19218     p    0    0    0
    0:53.439    19238     )    0    0    0
    0:53.486    19255     (    0    0    1
    0:53.519    19267     N    0    0    0
    0:53.547    19277     )    0    0    1
    0:53.706    19334     (    0    0    2
    0:53.814    19373     t    0    0    0
    0:53.903    19405     )    0    0    2
    0:54.164    19499     (    0    0    0
    0:54.197    19511     p    0    0    0
    0:54.250    19530     )    0    0    0
    0:54.297    19547     (    0    0    1
    0:54.328    19558     N    0    0    0
    0:54.356    19568     )    0    0    1
    0:54.511    19624     (    0    0    2
    0:54.608    19659     t    0    0    0
    0:54.692    19689     )    0    0    2
    0:54.992    19797     (    0    0    0
    0:55.028    19810     p    0    0    0
    0:55.081    19829     )    0    0    0
    0:55.133    19848     (    0    0    1
    0:55.167    19860     N    0    0    0
    0:55.197    19871     )    0    0    1
    0:55.347    19925     (    0    0    2
    0:55.453    19963     t    0    0    0
    0:55.531    19991     )    0    0    2
    0:55.858    20109     (    0    0    0
    0:55.892    20121     p    0    0    0
    0:55.944    20140     )    0    0    0
    0:56.003    20161     (    0    0    1
    0:56.036    20173     N    0    0    0
    0:56.058    20181     )    0    0    1
    0:56.225    20241     (    0    0    2
    0:56.319    20275     t    0    0    0
    0:56.400    20304     )    0    0    2
    0:56.742    20427     (    0    0    0
    0:56.778    20440     p    0    0    0
    0:56.836    20461     )    0    0    0
    0:56.892    20481     (    0    0    1
    0:56.925    20493     N    0    0    0
    0:56.950    20502     )    0    0    1
    0:57.125    20565     (    0    0    2
    0:57.225    20601     t    0    0    0
    0:57.311    20632     )    0    0    2
    0:57.658    20757     (    0    0    0
    0:57.692    20769     p    0    0    0
    0:57.750    20790     )    0    0    0
    0:57.803    20809     (    0    0    1
    0:57.836    20821     N    0    0    0
    0:57.864    20831     )    0    0    1
    0:58.039    20894     (    0    0    2
    0:58.142    20931     t    0    0    0
    0:58.219    20959     )    0    0    2
    0:58.611    21100     (    0    0    0
    0:58.647    21113     p    0    0    0
    0:58.700    21132     )    0    0    0
    0:58.758    21153     (    0    0    1
    0:58.792    21165     N    0    0    0
    0:58.819    21175     )    0    0    1
    0:58.992    21237     (    0    0    2
    0:59.100    21276     t    0    0    0
    0:59.189    21308     )    0    0    2
    0:59.539    21434     (    0    0    0
    0:59.575    21447     p    0    0    0
    0:59.631    21467     )    0    0    0
    0:59.683    21486     (    0    0    1
    0:59.717    21498     N    0    0    0
    0:59.742    21507     )    0    0    1
    0:59.906    21566     (    0    0    2
    1:00.008    21603     t    0    0    0
    1:00.078    21628     )    0    0    2
    1:00.408    21747     (    0    0    0
    1:00.444    21760     p    0    0    0
    1:00.497    21779     )    0    0    0
    1:00.544    21796     (    0    0    1
    1:00.578    21808     N    0    0    0
    1:00.603    21817     )    0    0    1
    1:00.761    21874     (    0    0    2
    1:00.864    21911     t    0    0    0
    1:00.942    21939     )    0    0    2
    1:01.297    22067     (    0    0    0
    1:01.333    22080     p    0    0    0
    1:01.383    22098     )    0    0    0
    1:01.439    22118     (    0    0    1
    1:01.472    22130     N    0    0    0
    1:01.497    22139     )    0    0    1
    1:01.667    22200     (    0    0    2
    1:01.761    22234     t    0    0    0
    1:01.839    22262     )    0    0    2
    1:02.192    22389     (    0    0    0
    1:02.225    22401     p    0    0    0
    1:02.275    22419     )    0    0    0
    1:02.331    22439     (    0    0    1
    1:02.364    22451     N    0    0    0
    1:02.389    22460     )    0    0    1
    1:02.550    22518     (    0    0    2
    1:02.669    22561     t    0    0    0
    1:02.753    22591     )    0    0    2
    1:03.100    22716     (    0    0    0
    1:03.131    22727     p    0    0    0
    1:03.186    22747     )    0    0    0
    1:03.247    22769     (    0    0    1
    1:03.281    22781     N    0    0    0
    1:03.308    22791     )    0    0    1
    1:03.478    22852     (    0    0    2
    1:03.594    22894     t    0    0    0
    1:03.681    22925     )    0    0    2
    1:04.058    23061     (    0    0    0
    1:04.097    23075     p    0    0    0
    1:04.153    23095     )    0    0    0
    1:04.206    23114     (    0    0    1
    1:04.239    23126     N    0    0    0
    1:04.264    23135     )    0    0    1
    1:04.439    23198     (    0    0    2
    1:04.550    23238     t    0    0    0
    1:04.628    23266     )    0    0    2
    1:04.981    23393     (    0    0    0
    1:05.017    23406     p    0    0    0
    1:05.069    23425     )    0    0    0
    1:05.125    23445     (    0    0    1
    1:05.158    23457     N    0    0    0
    1:05.183    23466     )    0    0    1
    1:05.336    23521     (    0    0    2
    1:05.444    23560     t    0    0    0
    1:05.519    23587     )    0    0    2
    1:05.864    23711     (    0    0    0
    1:05.900    23724     p    0    0    0
    1:05.958    23745     )    0    0    0
    1:06.008    23763     (    0    0    1
    1:06.039    23774     N    0    0    0
    1:06.064    23783     )    0    0    1
    1:06.233    23844     (    0    0    2
    1:06.333    23880     t    0    0    0
    1:06.414    23909     )    0    0    2
    1:06.747    24029     (    0    0    0
    1:06.783    24042     p    0    0    0
    1:06.833    24060     )    0    0    0
    1:06.883    24078     (    0    0    1
    1:06.914    24089     N    0    0    0
    1:06.939    24098     )    0    0    1
    1:07.111    24160     (    0    0    2
    1:07.200    24192     t    0    0    0
    1:07.275    24219     )    0    0    2
    1:07.611    24340     (    0    0    0
    1:07.647    24353     p    0    0    0
    1:07.700    24372     )    0    0    0
    1:07.756    24392     (    0    0    1
    1:07.786    24403     N    0    0    0
    1:07.811    24412     )    0    0    1
    1:07.972    24470     (    0    0    2
    1:08.067    24504     t    0    0    0
    1:08.147    24533     )    0    0    2
    1:08.483    24654     (    0    0    0
    1:08.522    24668     p    0    0    0
    1:08.578    24688     )    0    0    0
    1:08.633    24708     (    0    0    1
    1:08.667    24720     N    0    0    0
    1:08.689    24728     )    0    0    1
    1:08.844    24784     (    0    0    2
    1:08.956    24824     t    0    0    0
    1:09.050    24858     )    0    0    2
    1:09.372    24974     (    0    0    0
    1:09.406    24986     p    0    0    0
    1:09.461    25006     )    0    0    0
    1:09.522    25028     (    0    0    1
    1:09.556    25040     N    0    0    0
    1:09.581    25049     )    0    0    1
    1:09.739    25106     (    0    0    2
    1:09.847    25145     t    0    0    0
    1:09.931    25175     )    0    0    2
    1:10.294    25306     (    0    0    0
    1:10.333    25320     p    0    0    0
    1:10.386    25339     )    0    0    0
    1:10.447    25361     (    0    0    1
    1:10.481    25373     N    0    0    0
    1:10.517    25386     )    0    0    1
    1:10.683    25446     (    0    0    2
    1:10.783    25482     t    0    0    0
    1:10.869    25513     )    0    0    2
    1:11.217    25638     (    0    0    0
    1:11.253    25651     p    0    0    0
    1:11.314    25673     )    0    0    0
    1:11.367    25692     (    0    0    1
    1:11.400    25704     N    0    0    0
    1:11.425    25713     )    0    0    1
    1:11.594    25774     (    0    0    2
    1:11.689    25808     t    0    0    0
    1:11.764    25835     )    0    0    2
    1:12.069    25945     (    0    0    0
    1:12.103    25957     p    0    0    0
    1:12.158    25977     )    0    0    0
    1:12.211    25996     (    0    0    1
    1:12.244    26008     N    0    0    0
    1:12.272    26018     )    0    0    1
    1:12.431    26075     (    0    0    2
    1:12.528    26110     t    0    0    0
    1:12.606    26138     )    0    0    2
    1:12.906    26246     (    0    0    0
    1:12.944    26260     p    0    0    0
    1:12.994    26278     )    0    0    0
    1:13.050    26298     (    0    0    1
    1:13.081    26309     N    0    0    0
    1:13.114    26321     )    0    0    1
    1:13.275    26379     (    0    0    2
    1:13.372    26414     t    0    0    0
    1:13.444    26440     )    0    0    2
    1:13.814    26573     (    0    0    0
    1:13.850    26586     p    0    0    0
    1:13.897    26603     )    0    0    0
