      Time   Sample #  Type  Sub Chan  Num	Aux
    0:23.575     8487     (    0    0    0
    0:23.625     8505     p    0    0    0
    0:23.664     8519     )    0    0    0
    0:23.739     8546     (    0    0    1
    0:23.786     8563     N    0    0    0
    0:23.853     8587     )    0    0    1
    0:23.997     8639     (    0    0    2
    0:24.078     8668     t    0    0    0
    0:24.128     8686     )    0    0    2
    0:24.322     8756     (    0    0    0
    0:24.369     8773     p    0    0    0
    0:24.408     8787     )    0    0    0
    0:24.481     8813     (    0    0    1
    0:24.522     8828     N    0    0    0
    0:24.589     8852     )    0    0    1
    0:24.725     8901     (    0    0    2
    0:24.814     8933     t    0    0    0
    0:24.900     8964     )    0    0    2
    0:25.050     9018     (    0    0    0
    0:25.106     9038     p    0    0    0
    0:25.144     9052     )    0    0    0
    0:25.214     9077     (    0    0    1
    0:25.256     9092     N    0    0    0
    0:25.361     9130     )    0    0    1
    0:25.456     9164     (    0    0    2
    0:25.536     9193     t    0    0    0
    0:25.592     9213     )    0    0    2
    0:25.778     9280     (    0    0    0
    0:25.822     9296     p    0    0    0
    0:25.864     9311     )    0    0    0
    0:25.908     9327     (    0    0    1
    0:25.969     9349     N    0    0    0
    0:26.019     9367     )    0    0    1
    0:26.156     9416     (    0    0    2
    0:26.233     9444     t    0    0    0
    0:26.286     9463     )    0    0    2
    0:26.478     9532     (    0    0    0
    0:26.517     9546     p    0    0    0
    0:26.553     9559     )    0    0    0
    0:26.592     9573     (    0    0    1
    0:26.667     9600     N    0    0    0
    0:26.728     9622     )    0    0    1
    0:26.869     9673     (    0    0    2
    0:26.975     9711     t    0    0    0
    0:27.094     9754     )    0    0    2
    0:27.164     9779     (    0    0    0
    0:27.203     9793     p    0    0    0
    0:27.242     9807     )    0    0    0
    0:27.303     9829     (    0    0    1
    0:27.347     9845     N    0    0    0
    0:27.397     9863     )    0    0    1
    0:27.486     9895     (    0    0    2
    0:27.517     9906     t    0    0    4
    0:27.617     9942     t    0    0    4
    0:27.708     9975     )    0    0    2
    0:27.853    10027     (    0    0    0
    0:27.908    10047     p    0    0    0
    0:27.953    10063     )    0    0    0
    0:28.025    10089     (    0    0    1
    0:28.069    10105     N    0    0    0
    0:28.136    10129     )    0    0    1
    0:28.264    10175     (    0    0    2
    0:28.358    10209     t    0    0    0
    0:28.467    10248     )    0    0    2
    0:28.619    10303     (    0    0    0
    0:28.669    10321     p    0    0    0
    0:28.714    10337     )    0    0    0
    0:28.786    10363     (    0    0    1
    0:28.833    10380     N    0    0    0
    0:28.883    10398     )    0    0    1
    0:29.028    10450     (    0    0    2
    0:29.106    10478     t    0    0    0
    0:29.197    10511     )    0    0    2
    0:29.358    10569     (    0    0    0
    0:29.408    10587     p    0    0    0
    0:29.450    10602     )    0    0    0
    0:29.519    10627     (    0    0    1
    0:29.569    10645     N    0    0    0
    0:29.622    10664     )    0    0    1
    0:29.775    10719     (    0    0    2
    0:29.847    10745     t    0    0    0
    0:29.922    10772     )    0    0    2
    0:30.089    10832     (    0    0    0
    0:30.142    10851     p    0    0    0
    0:30.183    10866     )    0    0    0
    0:30.253    10891     (    0    0    1
    0:30.300    10908     N    0    0    0
    0:30.361    10930     )    0    0    1
    0:30.494    10978     (    0    0    2
    0:30.578    11008     t    0    0    0
    0:30.706    11054     )    0    0    2
    0:30.828    11098     (    0    0    0
    0:30.872    11114     p    0    0    0
    0:30.911    11128     )    0    0    0
    0:30.978    11152     (    0    0    1
    0:31.022    11168     N    0    0    0
    0:31.072    11186     )    0    0    1
    0:31.222    11240     (    0    0    2
    0:31.297    11267     t    0    0    0
    0:31.406    11306     )    0    0    2
    0:31.544    11356     (    0    0    0
    0:31.592    11373     p    0    0    0
    0:31.631    11387     )    0    0    0
    0:31.661    11398     (    0    0    1
    0:31.733    11424     N    0    0    0
    0:31.781    11441     )    0    0    1
    0:31.919    11491     (    0    0    2
    0:31.992    11517     t    0    0    0
    0:32.064    11543     )    0    0    2
    0:32.231    11603     (    0    0    0
    0:32.281    11621     p    0    0    0
    0:32.319    11635     )    0    0    0
    0:32.383    11658     (    0    0    1
    0:32.431    11675     N    0    0    0
    0:32.481    11693     )    0    0    1
    0:32.614    11741     (    0    0    2
    0:32.692    11769     t    0    0    0
    0:32.758    11793     )    0    0    2
    0:32.933    11856     (    0    0    0
    0:32.986    11875     p    0    0    0
    0:33.028    11890     )    0    0    0
    0:33.094    11914     (    0    0    1
    0:33.139    11930     N    0    0    0
    0:33.194    11950     )    0    0    1
    0:33.339    12002     (    0    0    2
    0:33.417    12030     t    0    0    0
    0:33.489    12056     )    0    0    2
    0:33.653    12115     (    0    0    0
    0:33.700    12132     p    0    0    0
    0:33.739    12146     )    0    0    0
    0:33.778    12160     (    0    0    1
    0:33.850    12186     N    0    0    0
    0:33.903    12205     )    0    0    1
    0:34.050    12258     (    0    0    2
    0:34.131    12287     t    0    0    0
    0:34.200    12312     )    0    0    2
    0:34.386    12379     (    0    0    0
    0:34.431    12395     p    0    0    0
    0:34.469    12409     )    0    0    0
    0:34.533    12432     (    0    0    1
    0:34.581    12449     N    0    0    0
    0:34.631    12467     )    0    0    1
    0:34.753    12511     t    0    0    2
    0:34.853    12547     )    0    0    2
    0:34.997    12599     (    0    0    1
    0:35.072    12626     V    0    0    0
    0:35.108    12639     )    0    0    1
    0:35.133    12648     (    0    0    2
    0:35.244    12688     t    0    0    1
    0:35.372    12734     )    0    0    2
    0:35.856    12908     (    0    0    0
    0:35.914    12929     p    0    0    0
    0:35.958    12945     )    0    0    0
    0:36.025    12969     (    0    0    1
    0:36.078    12988     N    0    0    0
    0:36.144    13012     )    0    0    1
    0:36.281    13061     (    0    0    2
    0:36.372    13094     t    0    0    0
    0:36.456    13124     )    0    0    2
    0:36.606    13178     (    0    0    0
    0:36.656    13196     p    0    0    0
    0:36.697    13211     )    0    0    0
    0:36.736    13225     (    0    0    1
    0:36.811    13252     N    0    0    0
    0:36.861    13270     )    0    0    1
    0:37.019    13327     (    0    0    2
    0:37.089    13352     t    0    0    0
    0:37.136    13369     )    0    0    2
    0:37.319    13435     (    0    0    0
    0:37.369    13453     p    0    0    0
    0:37.408    13467     )    0    0    0
    0:37.444    13480     (    0    0    1
    0:37.519    13507     N    0    0    0
    0:37.567    13524     )    0    0    1
    0:37.697    13571     (    0    0    2
    0:37.778    13600     t    0    0    0
    0:37.836    13621     )    0    0    2
    0:38.008    13683     (    0    0    0
    0:38.056    13700     p    0    0    0
    0:38.097    13715     )    0    0    0
    0:38.164    13739     (    0    0    1
    0:38.208    13755     N    0    0    0
    0:38.269    13777     )    0    0    1
    0:38.392    13821     (    0    0    2
    0:38.469    13849     t    0    0    0
    0:38.553    13879     )    0    0    2
    0:38.711    13936     (    0    0    0
    0:38.753    13951     p    0    0    0
    0:38.794    13966     )    0    0    0
    0:38.861    13990     (    0    0    1
    0:38.903    14005     N    0    0    0
    0:38.967    14028     )    0    0    1
    0:39.089    14072     (    0    0    2
    0:39.164    14099     t    0    0    0
    0:39.228    14122     )    0    0    2
    0:39.400    14184     (    0    0    0
    0:39.439    14198     p    0    0    0
    0:39.481    14213     )    0    0    0
    0:39.517    14226     (    0    0    1
    0:39.592    14253     N    0    0    0
    0:39.656    14276     )    0    0    1
    0:39.803    14329     (    0    0    2
    0:39.878    14356     t    0    0    0
    0:39.942    14379     )    0    0    2
    0:40.117    14442     (    0    0    0
    0:40.164    14459     p    0    0    0
    0:40.206    14474     )    0    0    0
    0:40.250    14490     (    0    0    1
    0:40.322    14516     N    0    0    0
    0:40.389    14540     )    0    0    1
    0:40.511    14584     (    0    0    2
    0:40.603    14617     t    0    0    0
    0:40.739    14666     )    0    0    2
    0:40.883    14718     (    0    0    0
    0:40.919    14731     p    0    0    0
    0:40.961    14746     )    0    0    0
    0:41.028    14770     (    0    0    1
    0:41.072    14786     N    0    0    0
    0:41.169    14821     )    0    0    1
    0:41.264    14855     (    0    0    2
    0:41.344    14884     t    0    0    0
    0:41.453    14923     )    0    0    2
    0:41.617    14982     (    0    0    0
    0:41.656    14996     p    0    0    0
    0:41.697    15011     )    0    0    0
    0:41.742    15027     (    0    0    1
    0:41.814    15053     N    0    0    0
    0:41.864    15071     )    0    0    1
    0:42.022    15128     (    0    0    2
    0:42.089    15152     t    0    0    0
    0:42.181    15185     )    0    0    2
    0:42.328    15238     (    0    0    0
    0:42.378    15256     p    0    0    0
    0:42.419    15271     )    0    0    0
    0:42.464    15287     (    0    0    1
    0:42.531    15311     N    0    0    0
    0:42.583    15330     )    0    0    1
    0:42.739    15386     (    0    0    2
    0:42.811    15412     t    0    0    0
    0:42.872    15434     )    0    0    2
    0:43.053    15499     (    0    0    0
    0:43.106    15518     p    0    0    0
    0:43.147    15533     )    0    0    0
    0:43.214    15557     (    0    0    1
    0:43.261    15574     N    0    0    0
    0:43.317    15594     )    0    0    1
    0:43.461    15646     (    0    0    2
    0:43.539    15674     t    0    0    0
    0:43.600    15696     )    0    0    2
    0:43.781    15761     (    0    0    0
    0:43.831    15779     p    0    0    0
    0:43.872    15794     )    0    0    0
    0:43.936    15817     (    0    0    1
    0:43.983    15834     N    0    0    0
    0:44.031    15851     )    0    0    1
    0:44.156    15896     (    0    0    2
    0:44.242    15927     t    0    0    0
    0:44.342    15963     )    0    0    2
    0:44.478    16012     (    0    0    0
    0:44.522    16028     p    0    0    0
    0:44.564    16043     )    0    0    0
    0:44.600    16056     (    0    0    1
    0:44.675    16083     N    0    0    0
    0:44.725    16101     )    0    0    1
    0:44.861    16150     (    0    0    2
    0:44.944    16180     t    0    0    0
    0:45.014    16205     )    0    0    2
    0:45.181    16265     (    0    0    0
    0:45.228    16282     p    0    0    0
    0:45.267    16296     )    0    0    0
    0:45.303    16309     (    0    0    1
    0:45.375    16335     N    0    0    0
    0:45.425    16353     )    0    0    1
    0:45.564    16403     (    0    0    2
    0:45.639    16430     t    0    0    0
    0:45.697    16451     )    0    0    2
    0:45.881    16517     (    0    0    0
    0:45.931    16535     p    0    0    0
    0:45.969    16549     )    0    0    0
    0:46.033    16572     (    0    0    1
    0:46.083    16590     N    0    0    0
    0:46.133    16608     )    0    0    1
    0:46.283    16662     (    0    0    2
    0:46.364    16691     t    0    0    0
    0:46.428    16714     )    0    0    2
    0:46.603    16777     (    0    0    0
    0:46.661    16798     p    0    0    0
    0:46.700    16812     )    0    0    0
    0:46.772    16838     (    0    0    1
    0:46.814    16853     N    0    0    0
    0:46.881    16877     )    0    0    1
    0:47.017    16926     (    0    0    2
    0:47.094    16954     t    0    0    0
    0:47.172    16982     )    0    0    2
    0:47.358    17049     (    0    0    0
    0:47.414    17069     p    0    0    0
    0:47.458    17085     )    0    0    0
    0:47.531    17111     (    0    0    1
    0:47.575    17127     N    0    0    0
    0:47.639    17150     )    0    0    1
    0:47.775    17199     (    0    0    2
    0:47.856    17228     t    0    0    0
    0:47.917    17250     )    0    0    2
    0:48.111    17320     (    0    0    0
    0:48.167    17340     p    0    0    0
    0:48.208    17355     )    0    0    0
    0:48.283    17382     (    0    0    1
    0:48.328    17398     N    0    0    0
    0:48.381    17417     )    0    0    1
    0:48.528    17470     (    0    0    2
    0:48.606    17498     t    0    0    0
    0:48.658    17517     )    0    0    2
    0:48.856    17588     (    0    0    0
    0:48.903    17605     p    0    0    0
    0:48.942    17619     )    0    0    0
    0:49.011    17644     (    0    0    1
    0:49.053    17659     N    0    0    0
    0:49.119    17683     )    0    0    1
    0:49.256    17732     (    0    0    2
    0:49.331    17759     t    0    0    0
    0:49.397    17783     )    0    0    2
    0:49.575    17847     (    0    0    0
    0:49.619    17863     p    0    0    0
    0:49.661    17878     )    0    0    0
    0:49.694    17890     (    0    0    1
    0:49.764    17915     N    0    0    0
    0:49.817    17934     )    0    0    1
    0:49.953    17983     (    0    0    2
    0:50.031    18011     t    0    0    0
    0:50.119    18043     )    0    0    2
    0:50.267    18096     (    0    0    0
    0:50.317    18114     p    0    0    0
    0:50.356    18128     )    0    0    0
    0:50.394    18142     (    0    0    1
    0:50.467    18168     N    0    0    0
    0:50.528    18190     )    0    0    1
    0:50.653    18235     (    0    0    2
    0:50.736    18265     t    0    0    0
    0:50.844    18304     )    0    0    2
    0:50.983    18354     (    0    0    0
    0:51.028    18370     p    0    0    0
    0:51.069    18385     )    0    0    0
    0:51.106    18398     (    0    0    1
    0:51.183    18426     N    0    0    0
    0:51.233    18444     )    0    0    1
    0:51.381    18497     (    0    0    2
    0:51.458    18525     t    0    0    0
    0:51.522    18548     )    0    0    2
    0:51.689    18608     (    0    0    0
    0:51.742    18627     p    0    0    0
    0:51.781    18641     )    0    0    0
    0:51.847    18665     (    0    0    1
    0:51.894    18682     N    0    0    0
    0:51.961    18706     )    0    0    1
    0:52.097    18755     (    0    0    2
    0:52.178    18784     t    0    0    0
    0:52.286    18823     )    0    0    2
    0:52.422    18872     (    0    0    0
    0:52.475    18891     p    0    0    0
    0:52.514    18905     )    0    0    0
    0:52.583    18930     (    0    0    1
    0:52.628    18946     N    0    0    0
    0:52.681    18965     )    0    0    1
    0:52.822    19016     (    0    0    2
    0:52.903    19045     t    0    0    0
    0:53.006    19082     )    0    0    2
    0:53.158    19137     (    0    0    0
    0:53.211    19156     p    0    0    0
    0:53.253    19171     )    0    0    0
    0:53.294    19186     (    0    0    1
    0:53.367    19212     N    0    0    0
    0:53.433    19236     )    0    0    1
    0:53.567    19284     (    0    0    2
    0:53.644    19312     t    0    0    0
    0:53.733    19344     )    0    0    2
    0:53.906    19406     (    0    0    0
    0:53.958    19425     p    0    0    0
    0:54.000    19440     )    0    0    0
    0:54.075    19467     (    0    0    1
    0:54.119    19483     N    0    0    0
    0:54.186    19507     )    0    0    1
    0:54.317    19554     (    0    0    2
    0:54.392    19581     t    0    0    0
    0:54.500    19620     )    0    0    2
    0:54.636    19669     (    0    0    0
    0:54.692    19689     p    0    0    0
    0:54.733    19704     )    0    0    0
    0:54.806    19730     (    0    0    1
    0:54.850    19746     N    0    0    0
    0:54.919    19771     )    0    0    1
    0:55.050    19818     (    0    0    2
    0:55.133    19848     t    0    0    0
    0:55.222    19880     )    0    0    2
    0:55.369    19933     (    0    0    0
    0:55.419    19951     p    0    0    0
    0:55.461    19966     )    0    0    0
    0:55.500    19980     (    0    0    1
    0:55.578    20008     N    0    0    0
    0:55.631    20027     )    0    0    1
    0:55.769    20077     (    0    0    2
    0:55.847    20105     t    0    0    0
    0:55.944    20140     )    0    0    2
    0:56.089    20192     (    0    0    0
    0:56.136    20209     p    0    0    0
    0:56.178    20224     )    0    0    0
    0:56.239    20246     (    0    0    1
    0:56.281    20261     N    0    0    0
    0:56.333    20280     )    0    0    1
    0:56.467    20328     (    0    0    2
    0:56.542    20355     t    0    0    0
    0:56.619    20383     )    0    0    2
    0:56.786    20443     (    0    0    0
    0:56.833    20460     p    0    0    0
    0:56.872    20474     )    0    0    0
    0:56.939    20498     (    0    0    1
    0:56.983    20514     N    0    0    0
    0:57.033    20532     )    0    0    1
    0:57.164    20579     (    0    0    2
    0:57.239    20606     t    0    0    0
    0:57.325    20637     )    0    0    2
    0:57.483    20694     (    0    0    0
    0:57.525    20709     p    0    0    0
    0:57.569    20725     )    0    0    0
    0:57.603    20737     (    0    0    1
    0:57.678    20764     N    0    0    0
    0:57.722    20780     )    0    0    1
    0:57.872    20834     (    0    0    2
    0:57.950    20862     t    0    0    0
    0:58.003    20881     )    0    0    2
    0:58.211    20956     (    0    0    0
    0:58.258    20973     p    0    0    0
    0:58.300    20988     )    0    0    0
    0:58.369    21013     (    0    0    1
    0:58.419    21031     N    0    0    0
    0:58.472    21050     )    0    0    1
    0:58.586    21091     t    0    0    2
    0:58.703    21133     )    0    0    2
    0:58.825    21177     (    0    0    1
    0:58.897    21203     V    0    0    0
    0:58.931    21215     )    0    0    1
    0:59.119    21283     (    0    0    2
    0:59.256    21332     t    0    0    0
    0:59.286    21343     )    0    0    2
    0:59.731    21503     (    0    0    0
    0:59.775    21519     p    0    0    0
    0:59.844    21544     )    0    0    0
    0:59.886    21559     (    0    0    1
    0:59.933    21576     N    0    0    0
    1:00.003    21601     )    0    0    1
    1:00.125    21645     (    0    0    2
    1:00.217    21678     t    0    0    0
    1:00.306    21710     )    0    0    2
    1:00.447    21761     (    0    0    0
    1:00.500    21780     p    0    0    0
    1:00.542    21795     )    0    0    0
    1:00.603    21817     (    0    0    1
    1:00.661    21838     N    0    0    0
    1:00.783    21882     )    0    0    1
    1:00.858    21909     (    0    0    2
    1:00.936    21937     t    0    0    0
    1:00.978    21952     )    0    0    2
    1:01.186    22027     (    0    0    0
    1:01.233    22044     p    0    0    0
    1:01.275    22059     )    0    0    0
    1:01.342    22083     (    0    0    1
    1:01.389    22100     N    0    0    0
    1:01.467    22128     )    0    0    1
    1:01.586    22171     (    0    0    2
    1:01.661    22198     t    0    0    0
    1:01.714    22217     )    0    0    2
    1:01.906    22286     (    0    0    0
    1:01.939    22298     p    0    0    0
    1:01.975    22311     )    0    0    0
    1:01.992    22317     (    0    0    1
    1:02.083    22350     N    0    0    0
    1:02.164    22379     )    0    0    1
    1:02.250    22410     (    0    0    2
    1:02.353    22447     t    0    0    0
    1:02.453    22483     )    0    0    2
    1:02.592    22533     (    0    0    0
    1:02.639    22550     p    0    0    0
    1:02.678    22564     )    0    0    0
    1:02.717    22578     (    0    0    1
    1:02.786    22603     N    0    0    0
    1:02.889    22640     )    0    0    1
    1:02.986    22675     (    0    0    2
    1:03.047    22697     t    0    0    0
    1:03.083    22710     )    0    0    2
    1:03.289    22784     (    0    0    0
    1:03.342    22803     p    0    0    0
    1:03.381    22817     )    0    0    0
    1:03.453    22843     (    0    0    1
    1:03.497    22859     N    0    0    0
    1:03.611    22900     )    0    0    1
    1:03.694    22930     (    0    0    2
    1:03.767    22956     t    0    0    0
