      Time   Sample #  Type  Sub Chan  Num	Aux
    0:23.664     8519     (    0    0    1
    0:23.719     8539     N    0    0    0
    0:23.753     8551     )    0    0    1
    0:23.953     8623     (    0    0    2
    0:23.986     8635     t    0    0    4
    0:24.103     8677     t    0    0    4
    0:24.167     8700     )    0    0    2
    0:24.319     8755     (    0    0    0
    0:24.364     8771     p    0    0    0
    0:24.439     8798     )    0    0    0
    0:24.492     8817     (    0    0    1
    0:24.547     8837     N    0    0    0
    0:24.594     8854     )    0    0    1
    0:24.778     8920     (    0    0    2
    0:24.828     8938     t    0    0    4
    0:24.925     8973     t    0    0    4
    0:25.025     9009     )    0    0    2
    0:25.150     9054     (    0    0    0
    0:25.211     9076     p    0    0    0
    0:25.278     9100     )    0    0    0
    0:25.336     9121     (    0    0    1
    0:25.394     9142     N    0    0    0
    0:25.433     9156     )    0    0    1
    0:25.597     9215     (    0    0    2
    0:25.647     9233     t    0    0    4
    0:25.739     9266     t    0    0    4
    0:25.867     9312     )    0    0    2
    0:25.972     9350     (    0    0    0
    0:26.036     9373     p    0    0    0
    0:26.100     9396     )    0    0    0
    0:26.142     9411     (    0    0    1
    0:26.200     9432     N    0    0    0
    0:26.236     9445     )    0    0    1
    0:26.464     9527     (    0    0    2
    0:26.536     9553     t    0    0    0
    0:26.636     9589     )    0    0    2
    0:26.742     9627     (    0    0    0
    0:26.817     9654     p    0    0    0
    0:26.864     9671     )    0    0    0
    0:26.919     9691     (    0    0    1
    0:26.972     9710     N    0    0    0
    0:27.008     9723     )    0    0    1
    0:27.553     9919     (    0    0    0
    0:27.597     9935     p    0    0    0
    0:27.656     9956     )    0    0    0
    0:27.711     9976     (    0    0    1
    0:27.772     9998     N    0    0    0
    0:27.808    10011     )    0    0    1
    0:27.989    10076     (    0    0    2
    0:28.031    10091     t    0    0    4
    0:28.119    10123     t    0    0    4
    0:28.153    10135     )    0    0    2
    0:28.339    10202     (    0    0    0
    0:28.394    10222     p    0    0    0
    0:28.450    10242     )    0    0    0
    0:28.503    10261     (    0    0    1
    0:28.564    10283     N    0    0    0
    0:28.600    10296     )    0    0    1
    0:28.772    10358     (    0    0    2
    0:28.836    10381     t    0    0    4
    0:28.925    10413     t    0    0    4
    0:28.975    10431     )    0    0    2
    0:29.175    10503     (    0    0    0
    0:29.231    10523     p    0    0    0
    0:29.297    10547     )    0    0    0
    0:29.353    10567     (    0    0    1
    0:29.419    10591     N    0    0    0
    0:29.439    10598     )    0    0    1
    0:29.653    10675     (    0    0    2
    0:29.692    10689     t    0    0    4
    0:29.811    10732     t    0    0    4
    0:29.875    10755     )    0    0    2
    0:30.033    10812     (    0    0    0
    0:30.075    10827     p    0    0    0
    0:30.158    10857     )    0    0    0
    0:30.206    10874     (    0    0    1
    0:30.264    10895     N    0    0    0
    0:30.303    10909     )    0    0    1
    0:30.558    11001     (    0    0    2
    0:30.625    11025     t    0    0    0
    0:30.786    11083     )    0    0    2
    0:30.861    11110     (    0    0    0
    0:30.908    11127     p    0    0    0
    0:30.981    11153     )    0    0    0
    0:31.036    11173     (    0    0    1
    0:31.086    11191     N    0    0    0
    0:31.122    11204     )    0    0    1
    0:31.292    11265     (    0    0    2
    0:31.350    11286     t    0    0    4
    0:31.467    11328     t    0    0    4
    0:31.539    11354     )    0    0    2
    0:31.664    11399     (    0    0    0
    0:31.717    11418     p    0    0    0
    0:31.783    11442     )    0    0    0
    0:31.836    11461     (    0    0    1
    0:31.889    11480     N    0    0    0
    0:31.928    11494     )    0    0    1
    0:32.103    11557     (    0    0    2
    0:32.150    11574     t    0    0    4
    0:32.331    11639     t    0    0    4
    0:32.383    11658     )    0    0    2
    0:32.503    11701     (    0    0    0
    0:32.558    11721     p    0    0    0
    0:32.614    11741     )    0    0    0
    0:32.669    11761     (    0    0    1
    0:32.725    11781     N    0    0    0
    0:32.750    11790     )    0    0    1
    0:33.289    11984     (    0    0    0
    0:33.336    12001     p    0    0    0
    0:33.419    12031     )    0    0    0
    0:33.467    12048     (    0    0    1
    0:33.517    12066     N    0    0    0
    0:33.550    12078     )    0    0    1
    0:33.778    12160     (    0    0    2
    0:33.853    12187     t    0    0    0
    0:33.894    12202     )    0    0    2
    0:34.064    12263     (    0    0    0
    0:34.136    12289     p    0    0    0
    0:34.189    12308     )    0    0    0
    0:34.242    12327     (    0    0    1
    0:34.308    12351     N    0    0    0
    0:34.342    12363     )    0    0    1
    0:34.511    12424     (    0    0    2
    0:34.558    12441     t    0    0    4
    0:34.664    12479     t    0    0    4
    0:34.750    12510     )    0    0    2
    0:34.894    12562     (    0    0    0
    0:34.939    12578     p    0    0    0
    0:35.008    12603     )    0    0    0
    0:35.072    12626     (    0    0    1
    0:35.125    12645     N    0    0    0
    0:35.161    12658     )    0    0    1
    0:35.344    12724     (    0    0    2
    0:35.389    12740     t    0    0    4
    0:35.489    12776     t    0    0    4
    0:35.558    12801     )    0    0    2
    0:35.731    12863     (    0    0    0
    0:35.786    12883     p    0    0    0
    0:35.858    12909     )    0    0    0
    0:35.911    12928     (    0    0    1
    0:35.972    12950     N    0    0    0
    0:36.008    12963     )    0    0    1
    0:36.217    13038     (    0    0    2
    0:36.250    13050     t    0    0    4
    0:36.436    13117     t    0    0    4
    0:36.494    13138     )    0    0    2
    0:36.608    13179     (    0    0    0
    0:36.675    13203     p    0    0    0
    0:36.725    13221     )    0    0    0
    0:36.781    13241     (    0    0    1
    0:36.853    13267     N    0    0    0
    0:36.886    13279     )    0    0    1
    0:37.147    13373     (    0    0    2
    0:37.242    13407     t    0    0    0
    0:37.356    13448     )    0    0    2
    0:37.453    13483     (    0    0    0
    0:37.500    13500     p    0    0    0
    0:37.558    13521     )    0    0    0
    0:37.622    13544     (    0    0    1
    0:37.672    13562     N    0    0    0
    0:37.706    13574     )    0    0    1
    0:37.889    13640     (    0    0    2
    0:37.928    13654     t    0    0    4
    0:38.033    13692     t    0    0    4
    0:38.128    13726     )    0    0    2
    0:38.242    13767     (    0    0    0
    0:38.292    13785     p    0    0    0
    0:38.350    13806     )    0    0    0
    0:38.394    13822     (    0    0    1
    0:38.450    13842     N    0    0    0
    0:38.492    13857     )    0    0    1
    0:38.672    13922     (    0    0    2
    0:38.711    13936     t    0    0    4
    0:38.803    13969     t    0    0    4
    0:38.903    14005     )    0    0    2
    0:39.028    14050     (    0    0    0
    0:39.075    14067     p    0    0    0
    0:39.156    14096     )    0    0    0
    0:39.197    14111     (    0    0    1
    0:39.253    14131     N    0    0    0
    0:39.286    14143     )    0    0    1
    0:39.836    14341     (    0    0    0
    0:39.892    14361     p    0    0    0
    0:39.964    14387     )    0    0    0
    0:40.008    14403     (    0    0    1
    0:40.064    14423     N    0    0    0
    0:40.089    14432     )    0    0    1
    0:40.339    14522     (    0    0    2
    0:40.411    14548     t    0    0    0
    0:40.453    14563     )    0    0    2
    0:40.644    14632     (    0    0    0
    0:40.697    14651     p    0    0    0
    0:40.756    14672     )    0    0    0
    0:40.806    14690     (    0    0    1
    0:40.864    14711     N    0    0    0
    0:40.900    14724     )    0    0    1
    0:41.083    14790     (    0    0    2
    0:41.125    14805     t    0    0    4
    0:41.219    14839     t    0    0    4
    0:41.258    14853     )    0    0    2
    0:41.453    14923     (    0    0    0
    0:41.506    14942     p    0    0    0
    0:41.578    14968     )    0    0    0
    0:41.639    14990     (    0    0    1
    0:41.700    15012     N    0    0    0
    0:41.717    15018     )    0    0    1
    0:41.878    15076     (    0    0    2
    0:41.950    15102     t    0    0    4
    0:42.103    15157     t    0    0    4
    0:42.206    15194     )    0    0    2
    0:42.289    15224     (    0    0    0
    0:42.353    15247     p    0    0    0
    0:42.419    15271     )    0    0    0
    0:42.469    15289     (    0    0    1
    0:42.528    15310     N    0    0    0
    0:42.564    15323     )    0    0    1
    0:42.806    15410     (    0    0    2
    0:42.889    15440     t    0    0    0
    0:42.956    15464     )    0    0    2
    0:43.117    15522     (    0    0    0
    0:43.186    15547     p    0    0    0
    0:43.247    15569     )    0    0    0
    0:43.297    15587     (    0    0    1
    0:43.353    15607     N    0    0    0
    0:43.400    15624     )    0    0    1
    0:43.581    15689     (    0    0    2
    0:43.622    15704     t    0    0    4
    0:43.717    15738     t    0    0    4
    0:43.833    15780     )    0    0    2
    0:43.942    15819     (    0    0    0
    0:43.992    15837     p    0    0    0
    0:44.058    15861     )    0    0    0
    0:44.114    15881     (    0    0    1
    0:44.167    15900     N    0    0    0
    0:44.200    15912     )    0    0    1
    0:44.369    15973     (    0    0    2
    0:44.417    15990     t    0    0    4
    0:44.514    16025     t    0    0    4
    0:44.622    16064     )    0    0    2
    0:44.742    16107     (    0    0    0
    0:44.783    16122     p    0    0    0
    0:44.853    16147     )    0    0    0
    0:44.897    16163     (    0    0    1
    0:44.953    16183     N    0    0    0
    0:44.997    16199     )    0    0    1
    0:45.161    16258     (    0    0    2
    0:45.211    16276     t    0    0    4
    0:45.319    16315     t    0    0    4
    0:45.375    16335     )    0    0    2
    0:45.514    16385     (    0    0    0
    0:45.572    16406     p    0    0    0
    0:45.633    16428     )    0    0    0
    0:45.678    16444     (    0    0    1
    0:45.736    16465     N    0    0    0
    0:45.775    16479     )    0    0    1
    0:46.311    16672     (    0    0    0
    0:46.369    16693     p    0    0    0
    0:46.422    16712     )    0    0    0
    0:46.483    16734     (    0    0    1
    0:46.542    16755     N    0    0    0
    0:46.586    16771     )    0    0    1
    0:46.758    16833     (    0    0    2
    0:46.822    16856     t    0    0    4
    0:46.944    16900     t    0    0    4
    0:46.983    16914     )    0    0    2
    0:47.147    16973     (    0    0    0
    0:47.197    16991     p    0    0    0
    0:47.267    17016     )    0    0    0
    0:47.328    17038     (    0    0    1
    0:47.383    17058     N    0    0    0
    0:47.419    17071     )    0    0    1
    0:47.603    17137     (    0    0    2
    0:47.647    17153     t    0    0    4
    0:47.894    17242     t    0    0    4
    0:47.933    17256     )    0    0    2
    0:47.983    17274     (    0    0    0
    0:48.056    17300     p    0    0    0
    0:48.108    17319     )    0    0    0
    0:48.161    17338     (    0    0    1
    0:48.219    17359     N    0    0    0
    0:48.242    17367     )    0    0    1
    0:48.497    17459     (    0    0    2
    0:48.600    17496     t    0    0    0
    0:48.656    17516     )    0    0    2
    0:48.822    17576     (    0    0    0
    0:48.869    17593     p    0    0    0
    0:48.933    17616     )    0    0    0
    0:48.989    17636     (    0    0    1
    0:49.047    17657     N    0    0    0
    0:49.092    17673     )    0    0    1
    0:49.622    17864     (    0    0    0
    0:49.672    17882     p    0    0    0
    0:49.736    17905     )    0    0    0
    0:49.797    17927     (    0    0    1
    0:49.853    17947     N    0    0    0
    0:49.872    17954     )    0    0    1
    0:50.058    18021     (    0    0    2
    0:50.108    18039     t    0    0    4
    0:50.183    18066     t    0    0    4
    0:50.269    18097     )    0    0    2
    0:50.406    18146     (    0    0    0
    0:50.453    18163     p    0    0    0
    0:50.522    18188     )    0    0    0
    0:50.569    18205     (    0    0    1
    0:50.631    18227     N    0    0    0
    0:50.667    18240     )    0    0    1
    0:50.825    18297     (    0    0    2
    0:50.878    18316     t    0    0    4
    0:50.964    18347     t    0    0    4
    0:51.075    18387     )    0    0    2
    0:51.192    18429     (    0    0    0
    0:51.247    18449     p    0    0    0
    0:51.311    18472     )    0    0    0
    0:51.364    18491     (    0    0    1
    0:51.428    18514     N    0    0    0
    0:51.447    18521     )    0    0    1
    0:51.983    18714     (    0    0    0
    0:52.028    18730     p    0    0    0
    0:52.100    18756     )    0    0    0
    0:52.147    18773     (    0    0    1
    0:52.211    18796     N    0    0    0
    0:52.244    18808     )    0    0    1
    0:52.408    18867     (    0    0    2
    0:52.464    18887     t    0    0    4
    0:52.553    18919     t    0    0    4
    0:52.658    18957     )    0    0    2
    0:52.769    18997     (    0    0    0
    0:52.831    19019     p    0    0    0
    0:52.886    19039     )    0    0    0
    0:52.947    19061     (    0    0    1
    0:53.003    19081     N    0    0    0
    0:53.022    19088     )    0    0    1
    0:53.225    19161     (    0    0    2
    0:53.272    19178     t    0    0    4
    0:53.372    19214     t    0    0    4
    0:53.414    19229     )    0    0    2
    0:53.606    19298     (    0    0    0
    0:53.661    19318     p    0    0    0
    0:53.731    19343     )    0    0    0
    0:53.797    19367     (    0    0    1
    0:53.858    19389     N    0    0    0
    0:53.878    19396     )    0    0    1
    0:54.100    19476     (    0    0    2
    0:54.131    19487     t    0    0    4
    0:54.219    19519     t    0    0    4
    0:54.317    19554     )    0    0    2
    0:54.464    19607     (    0    0    0
    0:54.517    19626     p    0    0    0
    0:54.592    19653     )    0    0    0
    0:54.644    19672     (    0    0    1
    0:54.706    19694     N    0    0    0
    0:54.725    19701     )    0    0    1
    0:54.981    19793     (    0    0    2
    0:55.053    19819     t    0    0    0
    0:55.206    19874     )    0    0    2
    0:55.303    19909     (    0    0    0
    0:55.353    19927     p    0    0    0
    0:55.414    19949     )    0    0    0
    0:55.472    19970     (    0    0    1
    0:55.525    19989     N    0    0    0
    0:55.561    20002     )    0    0    1
    0:55.719    20059     (    0    0    2
    0:55.786    20083     t    0    0    4
    0:55.894    20122     t    0    0    4
    0:55.950    20142     )    0    0    2
    0:56.092    20193     (    0    0    0
    0:56.136    20209     p    0    0    0
    0:56.189    20228     )    0    0    0
    0:56.261    20254     (    0    0    1
    0:56.311    20272     N    0    0    0
    0:56.344    20284     )    0    0    1
    0:56.503    20341     (    0    0    2
    0:56.553    20359     t    0    0    1
    0:56.628    20386     )    0    0    2
    0:56.869    20473     (    0    0    0
    0:56.919    20491     p    0    0    0
    0:56.978    20512     )    0    0    0
    0:57.044    20536     (    0    0    1
    0:57.094    20554     N    0    0    0
    0:57.119    20563     )    0    0    1
    0:57.356    20648     (    0    0    2
    0:57.431    20675     t    0    0    0
    0:57.542    20715     )    0    0    2
    0:57.656    20756     (    0    0    0
    0:57.706    20774     p    0    0    0
    0:57.764    20795     )    0    0    0
    0:57.825    20817     (    0    0    1
    0:57.883    20838     N    0    0    0
    0:57.903    20845     )    0    0    1
    0:58.092    20913     (    0    0    2
    0:58.139    20930     t    0    0    4
    0:58.228    20962     t    0    0    4
    0:58.314    20993     )    0    0    2
    0:58.456    21044     (    0    0    0
    0:58.525    21069     p    0    0    0
    0:58.586    21091     )    0    0    0
    0:58.642    21111     (    0    0    1
    0:58.697    21131     N    0    0    0
    0:58.739    21146     )    0    0    1
    0:58.906    21206     (    0    0    2
    0:58.972    21230     t    0    0    4
    0:59.064    21263     t    0    0    4
    0:59.150    21294     )    0    0    2
    0:59.289    21344     (    0    0    0
    0:59.336    21361     p    0    0    0
    0:59.400    21384     )    0    0    0
    0:59.453    21403     (    0    0    1
    0:59.511    21424     N    0    0    0
    0:59.556    21440     )    0    0    1
    0:59.733    21504     (    0    0    2
    0:59.789    21524     t    0    0    4
    0:59.881    21557     t    0    0    4
    1:00.008    21603     )    0    0    2
    1:00.125    21645     (    0    0    0
    1:00.178    21664     p    0    0    0
    1:00.247    21689     )    0    0    0
    1:00.303    21709     (    0    0    1
    1:00.358    21729     N    0    0    0
    1:00.392    21741     )    0    0    1
    1:00.644    21832     (    0    0    2
    1:00.717    21858     t    0    0    0
    1:00.886    21919     )    0    0    2
    1:00.956    21944     (    0    0    0
    1:01.003    21961     p    0    0    0
    1:01.075    21987     )    0    0    0
    1:01.136    22009     (    0    0    1
    1:01.194    22030     N    0    0    0
    1:01.228    22042     )    0    0    1
    1:01.425    22113     (    0    0    2
    1:01.469    22129     t    0    0    4
    1:01.544    22156     t    0    0    4
    1:01.667    22200     )    0    0    2
    1:01.786    22243     (    0    0    0
    1:01.836    22261     p    0    0    0
    1:01.889    22280     )    0    0    0
    1:01.953    22303     (    0    0    1
    1:02.003    22321     N    0    0    0
    1:02.050    22338     )    0    0    1
    1:02.208    22395     (    0    0    2
    1:02.256    22412     t    0    0    4
    1:02.369    22453     t    0    0    4
    1:02.461    22486     )    0    0    2
    1:02.569    22525     (    0    0    0
    1:02.617    22542     p    0    0    0
    1:02.675    22563     )    0    0    0
    1:02.731    22583     (    0    0    1
    1:02.786    22603     N    0    0    0
    1:02.806    22610     )    0    0    1
    1:02.972    22670     (    0    0    2
    1:03.028    22690     t    0    0    4
    1:03.114    22721     t    0    0    4
    1:03.228    22762     )    0    0    2
    1:03.339    22802     (    0    0    0
    1:03.400    22824     p    0    0    0
    1:03.461    22846     )    0    0    0
    1:03.506    22862     (    0    0    1
    1:03.558    22881     N    0    0    0
    1:03.578    22888     )    0    0    1
    1:03.817    22974     (    0    0    2
    1:03.894    23002     t    0    0    0
    1:04.019    23047     )    0    0    2
    1:04.117    23082     (    0    0    0
    1:04.167    23100     p    0    0    0
    1:04.236    23125     )    0    0    0
    1:04.292    23145     (    0    0    1
    1:04.344    23164     N    0    0    0
    1:04.364    23171     )    0    0    1
    1:04.564    23243     (    0    0    2
    1:04.600    23256     t    0    0    4
    1:04.694    23290     t    0    0    4
    1:04.806    23330     )    0    0    2
    1:04.908    23367     (    0    0    0
    1:04.961    23386     p    0    0    0
    1:05.031    23411     )    0    0    0
    1:05.092    23433     (    0    0    1
    1:05.150    23454     N    0    0    0
    1:05.186    23467     )    0    0    1
    1:05.378    23536     (    0    0    2
    1:05.433    23556     t    0    0    1
    1:05.500    23580     )    0    0    2
    1:05.750    23670     (    0    0    0
    1:05.806    23690     p    0    0    0
    1:05.869    23713     )    0    0    0
    1:05.936    23737     (    0    0    1
    1:05.992    23757     N    0    0    0
    1:06.025    23769     )    0    0    1
    1:06.214    23837     (    0    0    2
    1:06.258    23853     t    0    0    4
    1:06.361    23890     t    0    0    4
    1:06.511    23944     )    0    0    2
    1:06.586    23971     (    0    0    0
    1:06.636    23989     p    0    0    0
    1:06.706    24014     )    0    0    0
    1:06.756    24032     (    0    0    1
    1:06.814    24053     N    0    0    0
    1:06.853    24067     )    0    0    1
    1:07.022    24128     (    0    0    2
    1:07.089    24152     t    0    0    4
    1:07.178    24184     t    0    0    4
    1:07.300    24228     )    0    0    2
    1:07.403    24265     (    0    0    0
    1:07.450    24282     p    0    0    0
    1:07.517    24306     )    0    0    0
    1:07.572    24326     (    0    0    1
    1:07.628    24346     N    0    0    0
    1:07.661    24358     )    0    0    1
    1:07.825    24417     (    0    0    2
    1:07.883    24438     t    0    0    4
    1:07.978    24472     t    0    0    4
