      Time   Sample #  Type  Sub Chan  Num	Aux
    0:09.883     3558     (    0    0    1
    0:09.919     3571     N    0    0    0
    0:09.958     3585     )    0    0    1
    0:10.111     3640     (    0    0    2
    0:10.203     3673     t    0    0    0
    0:10.328     3718     )    0    0    2
    0:10.769     3877     (    0    0    0
    0:10.806     3890     p    0    0    0
    0:10.850     3906     )    0    0    0
    0:10.883     3918     (    0    0    1
    0:10.919     3931     N    0    0    0
    0:10.969     3949     )    0    0    1
    0:11.111     4000     (    0    0    2
    0:11.206     4034     t    0    0    0
    0:11.319     4075     )    0    0    2
    0:11.739     4226     (    0    0    0
    0:11.778     4240     p    0    0    0
    0:11.819     4255     )    0    0    0
    0:11.858     4269     (    0    0    1
    0:11.894     4282     N    0    0    0
    0:11.922     4292     )    0    0    1
    0:12.092     4353     (    0    0    2
    0:12.178     4384     t    0    0    0
    0:12.308     4431     )    0    0    2
    0:12.658     4557     (    0    0    0
    0:12.700     4572     p    0    0    0
    0:12.742     4587     )    0    0    0
    0:12.778     4600     (    0    0    1
    0:12.814     4613     N    0    0    0
    0:12.850     4626     )    0    0    1
    0:13.003     4681     (    0    0    2
    0:13.089     4712     t    0    0    0
    0:13.206     4754     )    0    0    2
    0:13.600     4896     (    0    0    0
    0:13.633     4908     p    0    0    0
    0:13.675     4923     )    0    0    0
    0:13.708     4935     (    0    0    1
    0:13.742     4947     N    0    0    0
    0:13.769     4957     )    0    0    1
    0:13.911     5008     (    0    0    2
    0:14.003     5041     t    0    0    0
    0:14.106     5078     )    0    0    2
    0:14.447     5201     (    0    0    0
    0:14.486     5215     p    0    0    0
    0:14.528     5230     )    0    0    0
    0:14.561     5242     (    0    0    1
    0:14.597     5255     N    0    0    0
    0:14.625     5265     )    0    0    1
    0:14.769     5317     (    0    0    2
    0:14.856     5348     t    0    0    0
    0:14.967     5388     )    0    0    2
    0:15.289     5504     (    0    0    0
    0:15.325     5517     p    0    0    0
    0:15.369     5533     )    0    0    0
    0:15.406     5546     (    0    0    1
    0:15.439     5558     N    0    0    0
    0:15.467     5568     )    0    0    1
    0:15.614     5621     (    0    0    2
    0:15.706     5654     t    0    0    0
    0:15.803     5689     )    0    0    2
    0:16.136     5809     (    0    0    0
    0:16.172     5822     p    0    0    0
    0:16.214     5837     )    0    0    0
    0:16.250     5850     (    0    0    1
    0:16.286     5863     N    0    0    0
    0:16.314     5873     )    0    0    1
    0:16.469     5929     (    0    0    2
    0:16.572     5966     t    0    0    0
    0:16.675     6003     )    0    0    2
    0:17.003     6121     (    0    0    0
    0:17.039     6134     p    0    0    0
    0:17.078     6148     )    0    0    0
    0:17.117     6162     (    0    0    1
    0:17.153     6175     N    0    0    0
    0:17.189     6188     )    0    0    1
    0:17.325     6237     (    0    0    2
    0:17.431     6275     t    0    0    0
    0:17.522     6308     )    0    0    2
    0:17.822     6416     (    0    0    0
    0:17.864     6431     p    0    0    0
    0:17.908     6447     )    0    0    0
    0:17.942     6459     (    0    0    1
    0:17.978     6472     N    0    0    0
    0:18.022     6488     )    0    0    1
    0:18.189     6548     (    0    0    2
    0:18.267     6576     t    0    0    0
    0:18.364     6611     )    0    0    2
    0:18.617     6702     (    0    0    0
    0:18.656     6716     p    0    0    0
    0:18.694     6730     )    0    0    0
    0:18.733     6744     (    0    0    1
    0:18.769     6757     N    0    0    0
    0:18.817     6774     )    0    0    1
    0:18.969     6829     (    0    0    2
    0:19.042     6855     t    0    0    5
    0:19.142     6891     t    0    0    5
    0:19.214     6917     )    0    0    2
    0:19.419     6991     (    0    0    0
    0:19.458     7005     p    0    0    0
    0:19.497     7019     )    0    0    0
    0:19.533     7032     (    0    0    1
    0:19.569     7045     N    0    0    0
    0:19.606     7058     )    0    0    1
    0:19.719     7099     (    0    0    2
    0:19.833     7140     t    0    0    0
    0:19.917     7170     )    0    0    2
    0:20.239     7286     (    0    0    0
    0:20.278     7300     p    0    0    0
    0:20.314     7313     )    0    0    0
    0:20.344     7324     (    0    0    1
    0:20.378     7336     N    0    0    0
    0:20.400     7344     )    0    0    1
    0:20.528     7390     (    0    0    2
    0:20.633     7428     t    0    0    0
    0:20.717     7458     )    0    0    2
    0:21.011     7564     (    0    0    0
    0:21.047     7577     p    0    0    0
    0:21.089     7592     )    0    0    0
    0:21.122     7604     (    0    0    1
    0:21.153     7615     N    0    0    0
    0:21.189     7628     )    0    0    1
    0:21.283     7662     (    0    0    2
    0:21.411     7708     t    0    0    0
    0:21.489     7736     )    0    0    2
    0:21.786     7843     (    0    0    0
    0:21.825     7857     p    0    0    0
    0:21.864     7871     )    0    0    0
    0:21.903     7885     (    0    0    1
    0:21.936     7897     N    0    0    0
    0:21.964     7907     )    0    0    1
    0:22.075     7947     (    0    0    2
    0:22.197     7991     t    0    0    0
    0:22.269     8017     )    0    0    2
    0:22.578     8128     (    0    0    0
    0:22.617     8142     p    0    0    0
    0:22.658     8157     )    0    0    0
    0:22.694     8170     (    0    0    1
    0:22.731     8183     N    0    0    0
    0:22.769     8197     )    0    0    1
    0:22.878     8236     (    0    0    2
    0:23.006     8282     t    0    0    0
    0:23.089     8312     )    0    0    2
    0:23.392     8421     (    0    0    0
    0:23.431     8435     p    0    0    0
    0:23.469     8449     )    0    0    0
    0:23.506     8462     (    0    0    1
    0:23.542     8475     N    0    0    0
    0:23.583     8490     )    0    0    1
    0:23.703     8533     (    0    0    2
    0:23.825     8577     t    0    0    0
    0:23.897     8603     )    0    0    2
    0:24.189     8708     (    0    0    0
    0:24.222     8720     p    0    0    0
    0:24.261     8734     )    0    0    0
    0:24.294     8746     (    0    0    1
    0:24.328     8758     N    0    0    0
    0:24.367     8772     )    0    0    1
    0:24.472     8810     (    0    0    2
    0:24.592     8853     t    0    0    0
    0:24.675     8883     )    0    0    2
    0:24.925     8973     (    0    0    0
    0:24.961     8986     p    0    0    0
    0:25.003     9001     )    0    0    0
    0:25.033     9012     (    0    0    1
    0:25.069     9025     N    0    0    0
    0:25.108     9039     )    0    0    1
    0:25.219     9079     (    0    0    2
    0:25.328     9118     t    0    0    0
    0:25.406     9146     )    0    0    2
    0:25.611     9220     (    0    0    0
    0:25.647     9233     p    0    0    0
    0:25.686     9247     )    0    0    0
    0:25.719     9259     (    0    0    1
    0:25.756     9272     N    0    0    0
    0:25.794     9286     )    0    0    1
    0:25.894     9322     (    0    0    2
    0:26.003     9361     t    0    0    5
    0:26.106     9398     t    0    0    5
    0:26.192     9429     )    0    0    2
    0:26.292     9465     (    0    0    0
    0:26.328     9478     p    0    0    0
    0:26.369     9493     )    0    0    0
    0:26.403     9505     (    0    0    1
    0:26.436     9517     N    0    0    0
    0:26.464     9527     )    0    0    1
    0:26.578     9568     (    0    0    2
    0:26.694     9610     t    0    0    0
    0:26.772     9638     )    0    0    2
    0:26.986     9715     (    0    0    0
    0:27.022     9728     p    0    0    0
    0:27.064     9743     )    0    0    0
    0:27.103     9757     (    0    0    1
    0:27.136     9769     N    0    0    0
    0:27.164     9779     )    0    0    1
    0:27.294     9826     (    0    0    2
    0:27.392     9861     t    0    0    0
    0:27.478     9892     )    0    0    2
    0:27.739     9986     (    0    0    0
    0:27.775     9999     p    0    0    0
    0:27.814    10013     )    0    0    0
    0:27.850    10026     (    0    0    1
    0:27.886    10039     N    0    0    0
    0:27.922    10052     )    0    0    1
    0:28.047    10097     (    0    0    2
    0:28.153    10135     t    0    0    0
    0:28.267    10176     )    0    0    2
    0:28.500    10260     (    0    0    0
    0:28.539    10274     p    0    0    0
    0:28.581    10289     )    0    0    0
    0:28.617    10302     (    0    0    1
    0:28.653    10315     N    0    0    0
    0:28.692    10329     )    0    0    1
    0:28.825    10377     (    0    0    2
    0:28.919    10411     t    0    0    0
    0:29.008    10443     )    0    0    2
    0:29.242    10527     (    0    0    0
    0:29.278    10540     p    0    0    0
    0:29.322    10556     )    0    0    0
    0:29.361    10570     (    0    0    1
    0:29.397    10583     N    0    0    0
    0:29.425    10593     )    0    0    1
    0:29.569    10645     (    0    0    2
    0:29.661    10678     t    0    0    0
    0:29.758    10713     )    0    0    2
    0:30.078    10828     (    0    0    0
    0:30.117    10842     p    0    0    0
    0:30.158    10857     )    0    0    0
    0:30.197    10871     (    0    0    1
    0:30.236    10885     N    0    0    0
    0:30.264    10895     )    0    0    1
    0:30.411    10948     (    0    0    2
    0:30.506    10982     t    0    0    0
    0:30.608    11019     )    0    0    2
    0:31.086    11191     (    0    0    0
    0:31.125    11205     p    0    0    0
    0:31.164    11219     )    0    0    0
    0:31.197    11231     (    0    0    1
    0:31.236    11245     N    0    0    0
    0:31.258    11253     )    0    0    1
    0:31.400    11304     (    0    0    2
    0:31.506    11342     t    0    0    0
    0:31.606    11378     )    0    0    2
    0:32.044    11536     (    0    0    0
    0:32.081    11549     p    0    0    0
    0:32.122    11564     )    0    0    0
    0:32.153    11575     (    0    0    1
    0:32.192    11589     N    0    0    0
    0:32.214    11597     )    0    0    1
    0:32.361    11650     (    0    0    2
    0:32.456    11684     t    0    0    0
    0:32.556    11720     )    0    0    2
    0:33.008    11883     (    0    0    0
    0:33.044    11896     p    0    0    0
    0:33.083    11910     )    0    0    0
    0:33.114    11921     (    0    0    1
    0:33.153    11935     N    0    0    0
    0:33.175    11943     )    0    0    1
    0:33.319    11995     (    0    0    2
    0:33.419    12031     t    0    0    0
    0:33.517    12066     )    0    0    2
    0:33.981    12233     (    0    0    0
    0:34.019    12247     p    0    0    0
    0:34.058    12261     )    0    0    0
    0:34.086    12271     (    0    0    1
    0:34.131    12287     N    0    0    0
    0:34.156    12296     )    0    0    1
    0:34.297    12347     (    0    0    2
    0:34.400    12384     t    0    0    0
    0:34.506    12422     )    0    0    2
    0:34.978    12592     (    0    0    0
    0:35.019    12607     p    0    0    0
    0:35.061    12622     )    0    0    0
    0:35.092    12633     (    0    0    1
    0:35.139    12650     N    0    0    0
    0:35.164    12659     )    0    0    1
    0:35.311    12712     (    0    0    2
    0:35.428    12754     t    0    0    0
    0:35.533    12792     )    0    0    2
    0:35.969    12949     (    0    0    0
    0:36.006    12962     p    0    0    0
    0:36.042    12975     )    0    0    0
    0:36.058    12981     (    0    0    1
    0:36.114    13001     N    0    0    0
    0:36.142    13011     )    0    0    1
    0:36.253    13051     (    0    0    2
    0:36.392    13101     t    0    0    5
    0:36.514    13145     t    0    0    5
    0:36.592    13173     )    0    0    2
    0:36.847    13265     (    0    0    0
    0:36.889    13280     p    0    0    0
    0:36.928    13294     )    0    0    0
    0:36.956    13304     (    0    0    1
    0:36.997    13319     N    0    0    0
    0:37.025    13329     )    0    0    1
    0:37.161    13378     (    0    0    2
    0:37.258    13413     t    0    0    0
    0:37.350    13446     )    0    0    2
    0:37.672    13562     (    0    0    0
    0:37.717    13578     p    0    0    0
    0:37.756    13592     )    0    0    0
    0:37.775    13599     (    0    0    1
    0:37.825    13617     N    0    0    0
    0:37.850    13626     )    0    0    1
    0:37.986    13675     (    0    0    2
    0:38.081    13709     t    0    0    0
    0:38.172    13742     )    0    0    2
    0:38.511    13864     (    0    0    0
    0:38.556    13880     p    0    0    0
    0:38.594    13894     )    0    0    0
    0:38.614    13901     (    0    0    1
    0:38.661    13918     N    0    0    0
    0:38.689    13928     )    0    0    1
    0:38.822    13976     (    0    0    2
    0:38.919    14011     t    0    0    5
    0:39.022    14048     t    0    0    5
    0:39.108    14079     )    0    0    2
    0:39.372    14174     (    0    0    0
    0:39.417    14190     p    0    0    0
    0:39.453    14203     )    0    0    0
    0:39.472    14210     (    0    0    1
    0:39.522    14228     N    0    0    0
    0:39.547    14237     )    0    0    1
    0:39.678    14284     (    0    0    2
    0:39.792    14325     t    0    0    0
    0:39.886    14359     )    0    0    2
    0:40.303    14509     (    0    0    0
    0:40.344    14524     p    0    0    0
    0:40.383    14538     )    0    0    0
    0:40.408    14547     (    0    0    1
    0:40.458    14565     N    0    0    0
    0:40.483    14574     )    0    0    1
    0:40.617    14622     (    0    0    2
    0:40.739    14666     t    0    0    5
    0:40.858    14709     t    0    0    5
    0:40.953    14743     )    0    0    2
    0:41.106    14798     (    0    0    0
    0:41.178    14824     p    0    0    0
    0:41.278    14860     )    0    0    0
    0:41.292    14865     (    0    0    1
    0:41.397    14903     N    0    0    0
    0:41.425    14913     )    0    0    1
    0:41.567    14964     (    0    0    2
    0:41.672    15002     t    0    0    0
    0:41.778    15040     )    0    0    2
    0:42.156    15176     (    0    0    0
    0:42.200    15192     p    0    0    0
    0:42.236    15205     )    0    0    0
    0:42.258    15213     (    0    0    1
    0:42.308    15231     N    0    0    0
    0:42.336    15241     )    0    0    1
    0:42.467    15288     (    0    0    2
    0:42.581    15329     t    0    0    0
    0:42.686    15367     )    0    0    2
    0:43.078    15508     (    0    0    0
    0:43.119    15523     p    0    0    0
    0:43.153    15535     )    0    0    0
    0:43.175    15543     (    0    0    1
    0:43.225    15561     N    0    0    0
    0:43.253    15571     )    0    0    1
    0:43.394    15622     (    0    0    2
    0:43.497    15659     t    0    0    0
    0:43.600    15696     )    0    0    2
    0:44.019    15847     (    0    0    0
    0:44.061    15862     p    0    0    0
    0:44.097    15875     )    0    0    0
    0:44.117    15882     (    0    0    1
    0:44.167    15900     N    0    0    0
    0:44.194    15910     )    0    0    1
    0:44.317    15954     (    0    0    2
    0:44.425    15993     t    0    0    0
    0:44.525    16029     )    0    0    2
    0:44.978    16192     (    0    0    0
    0:45.017    16206     p    0    0    0
    0:45.053    16219     )    0    0    0
    0:45.069    16225     (    0    0    1
    0:45.125    16245     N    0    0    0
    0:45.150    16254     )    0    0    1
    0:45.286    16303     (    0    0    2
    0:45.386    16339     t    0    0    0
    0:45.486    16375     )    0    0    2
    0:45.969    16549     (    0    0    0
    0:46.017    16566     p    0    0    0
    0:46.053    16579     )    0    0    0
    0:46.072    16586     (    0    0    1
    0:46.125    16605     N    0    0    0
    0:46.153    16615     )    0    0    1
    0:46.283    16662     (    0    0    2
    0:46.397    16703     t    0    0    0
    0:46.497    16739     )    0    0    2
    0:47.061    16942     (    0    0    0
    0:47.106    16958     p    0    0    0
    0:47.133    16968     )    0    0    0
    0:47.153    16975     (    0    0    1
    0:47.217    16998     N    0    0    0
    0:47.244    17008     )    0    0    1
    0:47.372    17054     (    0    0    2
    0:47.494    17098     t    0    0    0
    0:47.603    17137     )    0    0    2
    0:48.047    17297     (    0    0    0
    0:48.092    17313     p    0    0    0
    0:48.131    17327     )    0    0    0
    0:48.158    17337     (    0    0    1
    0:48.208    17355     N    0    0    0
    0:48.236    17365     )    0    0    1
    0:48.378    17416     (    0    0    2
    0:48.478    17452     t    0    0    5
    0:48.617    17502     t    0    0    5
    0:48.744    17548     )    0    0    2
    0:49.011    17644     (    0    0    0
    0:49.058    17661     p    0    0    0
    0:49.094    17674     )    0    0    0
    0:49.122    17684     (    0    0    1
    0:49.169    17701     N    0    0    0
    0:49.197    17711     )    0    0    1
    0:49.322    17756     (    0    0    2
    0:49.436    17797     t    0    0    5
    0:49.561    17842     t    0    0    5
    0:49.650    17874     )    0    0    2
    0:49.919    17971     (    0    0    0
    0:49.964    17987     p    0    0    0
    0:49.997    17999     )    0    0    0
    0:50.022    18008     (    0    0    1
    0:50.072    18026     N    0    0    0
    0:50.100    18036     )    0    0    1
    0:50.225    18081     (    0    0    2
    0:50.331    18119     t    0    0    5
    0:50.447    18161     t    0    0    5
    0:50.533    18192     )    0    0    2
    0:50.781    18281     (    0    0    0
    0:50.822    18296     p    0    0    0
    0:50.858    18309     )    0    0    0
    0:50.878    18316     (    0    0    1
    0:50.928    18334     N    0    0    0
    0:50.953    18343     )    0    0    1
    0:51.075    18387     (    0    0    2
    0:51.186    18427     t    0    0    0
    0:51.278    18460     )    0    0    2
    0:51.689    18608     (    0    0    1
    0:51.789    18644     N    0    0    0
    0:51.817    18654     )    0    0    1
    0:51.936    18697     (    0    0    2
    0:52.067    18744     t    0    0    5
    0:52.178    18784     t    0    0    5
    0:52.289    18824     )    0    0    2
    0:52.525    18909     (    0    0    0
    0:52.567    18924     p    0    0    0
    0:52.606    18938     )    0    0    0
    0:52.636    18949     (    0    0    1
    0:52.678    18964     N    0    0    0
    0:52.706    18974     )    0    0    1
    0:52.844    19024     (    0    0    2
    0:52.956    19064     t    0    0    5
    0:53.072    19106     t    0    0    5
    0:53.158    19137     )    0    0    2
    0:53.378    19216     (    0    0    0
    0:53.422    19232     p    0    0    0
    0:53.464    19247     )    0    0    0
    0:53.483    19254     (    0    0    1
    0:53.542    19275     N    0    0    0
    0:53.569    19285     )    0    0    1
    0:53.703    19333     (    0    0    2
    0:53.814    19373     t    0    0    5
    0:53.917    19410     t    0    0    5
    0:54.022    19448     )    0    0    2
    0:54.231    19523     (    0    0    0
    0:54.272    19538     p    0    0    0
    0:54.311    19552     )    0    0    0
    0:54.342    19563     (    0    0    1
    0:54.386    19579     N    0    0    0
    0:54.411    19588     )    0    0    1
    0:54.542    19635     (    0    0    2
    0:54.661    19678     t    0    0    0
    0:54.736    19705     )    0    0    2
    0:55.042    19815     (    0    0    0
    0:55.081    19829     p    0    0    0
    0:55.119    19843     )    0    0    0
    0:55.150    19854     (    0    0    1
    0:55.192    19869     N    0    0    0
    0:55.219    19879     )    0    0    1
    0:55.319    19915     (    0    0    2
    0:55.458    19965     t    0    0    0
    0:55.528    19990     )    0    0    2
    0:55.797    20087     (    0    0    0
    0:55.831    20099     p    0    0    0
    0:55.867    20112     )    0    0    0
    0:55.892    20121     (    0    0    1
    0:55.933    20136     N    0    0    0
    0:56.106    20198     )    0    0    1
    0:56.125    20205     (    0    0    2
    0:56.189    20228     t    0    0    0
    0:56.278    20260     )    0    0    2
    0:56.533    20352     (    0    0    0
    0:56.572    20366     p    0    0    0
    0:56.611    20380     )    0    0    0
    0:56.631    20387     (    0    0    1
    0:56.683    20406     N    0    0    0
    0:56.861    20470     )    0    0    1
    0:56.889    20480     (    0    0    2
    0:56.933    20496     t    0    0    5
    0:57.031    20531     t    0    0    5
    0:57.133    20568     )    0    0    2
    0:57.317    20634     (    0    0    0
    0:57.358    20649     p    0    0    0
    0:57.397    20663     )    0    0    0
    0:57.425    20673     (    0    0    1
    0:57.475    20691     N    0    0    0
    0:57.500    20700     )    0    0    1
    0:57.622    20744     (    0    0    2
    0:57.733    20784     t    0    0    5
    0:57.850    20826     t    0    0    5
    0:57.933    20856     )    0    0    2
    0:58.147    20933     (    0    0    0
    0:58.192    20949     p    0    0    0
    0:58.228    20962     )    0    0    0
    0:58.247    20969     (    0    0    1
    0:58.300    20988     N    0    0    0
    0:58.328    20998     )    0    0    1
    0:58.456    21044     (    0    0    2
    0:58.572    21086     t    0    0    5
    0:58.719    21139     t    0    0    5
    0:58.800    21168     )    0    0    2
    0:59.003    21241     (    0    0    0
    0:59.050    21258     p    0    0    0
    0:59.089    21272     )    0    0    0
    0:59.122    21284     (    0    0    1
    0:59.167    21300     N    0    0    0
    0:59.194    21310     )    0    0    1
    0:59.319    21355     (    0    0    2
    0:59.439    21398     t    0    0    0
    0:59.536    21433     )    0    0    2
    0:59.947    21581     (    0    0    0
    0:59.989    21596     p    0    0    0
    1:00.028    21610     )    0    0    0
    1:00.044    21616     (    0    0    1
    1:00.100    21636     N    0    0    0
    1:00.131    21647     )    0    0    1
    1:00.267    21696     (    0    0    2
    1:00.381    21737     t    0    0    0
    1:00.483    21774     )    0    0    2
    1:00.983    21954     (    0    0    0
    1:01.025    21969     p    0    0    0
    1:01.064    21983     )    0    0    0
    1:01.092    21993     (    0    0    1
    1:01.133    22008     N    0    0    0
    1:01.161    22018     )    0    0    1
    1:01.292    22065     (    0    0    2
    1:01.397    22103     t    0    0    5
    1:01.528    22150     t    0    0    5
    1:01.611    22180     )    0    0    2
    1:02.022    22328     (    0    0    1
    1:02.122    22364     N    0    0    0
    1:02.147    22373     )    0    0    1
    1:02.289    22424     (    0    0    2
    1:02.372    22454     t    0    0    5
    1:02.494    22498     t    0    0    5
    1:02.542    22515     )    0    0    2
    1:02.875    22635     (    0    0    0
    1:02.922    22652     p    0    0    0
    1:02.958    22665     )    0    0    0
    1:02.975    22671     (    0    0    1
    1:03.028    22690     N    0    0    0
    1:03.050    22698     )    0    0    1
    1:03.194    22750     (    0    0    2
    1:03.278    22780     t    0    0    5
    1:03.414    22829     t    0    0    5
    1:03.500    22860     )    0    0    2
    1:03.781    22961     (    0    0    0
    1:03.825    22977     p    0    0    0
    1:03.864    22991     )    0    0    0
    1:03.881    22997     (    0    0    1
    1:03.933    23016     N    0    0    0
    1:03.961    23026     )    0    0    1
    1:04.117    23082     (    0    0    2
    1:04.203    23113     t    0    0    0
    1:04.300    23148     )    0    0    2
    1:04.742    23307     (    0    0    0
    1:04.789    23324     p    0    0    0
    1:04.825    23337     )    0    0    0
    1:04.856    23348     (    0    0    1
    1:04.900    23364     N    0    0    0
    1:04.928    23374     )    0    0    1
    1:05.081    23429     (    0    0    2
    1:05.175    23463     t    0    0    0
    1:05.283    23502     )    0    0    2
    1:05.731    23663     (    0    0    0
    1:05.767    23676     p    0    0    0
    1:05.808    23691     )    0    0    0
    1:05.842    23703     (    0    0    1
    1:05.886    23719     N    0    0    0
    1:05.914    23729     )    0    0    1
    1:06.064    23783     (    0    0    2
    1:06.169    23821     t    0    0    0
    1:06.272    23858     )    0    0    2
    1:06.650    23994     (    0    0    0
    1:06.689    24008     p    0    0    0
    1:06.731    24023     )    0    0    0
    1:06.756    24032     (    0    0    1
    1:06.800    24048     N    0    0    0
    1:06.825    24057     )    0    0    1
    1:06.964    24107     (    0    0    2
    1:07.072    24146     t    0    0    0
    1:07.169    24181     )    0    0    2
    1:07.533    24312     (    0    0    1
    1:07.672    24362     N    0    0    0
    1:07.697    24371     )    0    0    1
    1:07.831    24419     (    0    0    2
    1:07.931    24455     t    0    0    0
    1:08.028    24490     )    0    0    2
    1:08.417    24630     (    0    0    0
    1:08.458    24645     p    0    0    0
    1:08.494    24658     )    0    0    0
    1:08.525    24669     (    0    0    1
    1:08.567    24684     N    0    0    0
    1:08.592    24693     )    0    0    1
    1:08.731    24743     (    0    0    2
    1:08.833    24780     t    0    0    0
    1:08.933    24816     )    0    0    2
    1:09.328    24958     (    0    0    0
    1:09.369    24973     p    0    0    0
    1:09.406    24986     )    0    0    0
    1:09.428    24994     (    0    0    1
    1:09.472    25010     N    0    0    0
    1:09.497    25019     )    0    0    1
    1:09.642    25071     (    0    0    2
    1:09.731    25103     t    0    0    0
    1:09.831    25139     )    0    0    2
    1:10.231    25283     (    0    0    0
    1:10.272    25298     p    0    0    0
    1:10.311    25312     )    0    0    0
    1:10.339    25322     (    0    0    1
    1:10.383    25338     N    0    0    0
    1:10.408    25347     )    0    0    1
    1:10.550    25398     (    0    0    2
    1:10.658    25437     t    0    0    0
    1:10.761    25474     )    0    0    2
    1:11.225    25641     (    0    0    0
    1:11.264    25655     p    0    0    0
    1:11.306    25670     )    0    0    0
    1:11.336    25681     (    0    0    1
    1:11.381    25697     N    0    0    0
    1:11.406    25706     )    0    0    1
    1:11.556    25760     (    0    0    2
    1:11.658    25797     t    0    0    0
    1:11.758    25833     )    0    0    2
    1:12.256    26012     (    0    0    0
    1:12.294    26026     p    0    0    0
    1:12.339    26042     )    0    0    0
    1:12.372    26054     (    0    0    1
    1:12.411    26068     N    0    0    0
    1:12.439    26078     )    0    0    1
    1:12.586    26131     (    0    0    2
    1:12.683    26166     t    0    0    0
    1:12.786    26203     )    0    0    2
    1:13.319    26395     (    0    0    1
    1:13.428    26434     N    0    0    0
    1:13.453    26443     )    0    0    1
    1:13.597    26495     (    0    0    2
    1:13.692    26529     t    0    0    0
    1:13.789    26564     )    0    0    2
    1:14.258    26733     (    0    0    0
    1:14.297    26747     p    0    0    0
    1:14.339    26762     )    0    0    0
    1:14.369    26773     (    0    0    1
    1:14.408    26787     N    0    0    0
    1:14.433    26796     )    0    0    1
    1:14.567    26844     (    0    0    2
    1:14.664    26879     t    0    0    0
    1:14.764    26915     )    0    0    2
    1:15.239    27086     (    0    0    0
    1:15.278    27100     p    0    0    0
    1:15.311    27112     )    0    0    0
    1:15.336    27121     (    0    0    1
    1:15.383    27138     N    0    0    0
    1:15.411    27148     )    0    0    1
    1:15.556    27200     (    0    0    2
    1:15.650    27234     t    0    0    5
    1:15.778    27280     t    0    0    5
    1:15.853    27307     )    0    0    2
    1:16.147    27413     (    0    0    0
    1:16.192    27429     p    0    0    0
    1:16.233    27444     )    0    0    0
    1:16.272    27458     (    0    0    1
    1:16.308    27471     N    0    0    0
    1:16.331    27479     )    0    0    1
    1:16.464    27527     (    0    0    2
    1:16.578    27568     t    0    0    0
    1:16.683    27606     )    0    0    2
    1:17.097    27755     (    0    0    0
    1:17.133    27768     p    0    0    0
    1:17.175    27783     )    0    0    0
    1:17.214    27797     (    0    0    1
